t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
45.0351,3947.55,3784.25,322115,322115,322115,1,NaN,NaN,0.002034,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00114282
47.2953,3945.05,3782.29,320562,320562,320562,1,NaN,NaN,0.00203713,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00114434
49.5665,3942.55,3780.33,319017,319017,319017,1,NaN,NaN,0.00204027,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00114585
51.8487,3940.06,3778.37,317478,317478,317478,1,NaN,NaN,0.00204342,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00114738
54.1419,3937.56,3776.41,315947,315947,315947,1,NaN,NaN,0.00204657,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0011489
56.4463,3935.06,3774.44,314422,314422,314422,1,NaN,NaN,0.00204973,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115044
58.7618,3932.56,3772.47,312903,312903,312903,1,NaN,NaN,0.0020529,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115197
61.0886,3930.07,3770.51,311392,311392,311392,1,NaN,NaN,0.00205607,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115351
63.4266,3927.57,3768.54,309887,309887,309887,1,NaN,NaN,0.00205925,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115506
65.7761,3925.07,3766.56,308389,308389,308389,1,NaN,NaN,0.00206244,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115661
68.1369,3922.57,3764.59,306898,306898,306898,1,NaN,NaN,0.00206563,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115817
70.5092,3920.08,3762.61,305413,305413,305413,1,NaN,NaN,0.00206883,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00115973
72.8931,3917.58,3760.64,303935,303935,303935,1,NaN,NaN,0.00207204,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00116129
75.2885,3915.08,3758.66,302463,302463,302463,1,NaN,NaN,0.00207526,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00116286
77.6956,3912.58,3756.68,300998,300998,300998,1,NaN,NaN,0.00207848,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00116444
80.1144,3910.09,3754.7,299540,299540,299540,1,NaN,NaN,0.00208171,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00116602
82.545,3907.59,3752.71,298088,298088,298088,1,NaN,NaN,0.00208495,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0011676
84.9874,3905.09,3750.73,296643,296643,296643,1,NaN,NaN,0.00208819,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00116919
87.4418,3902.59,3748.74,295204,295204,295204,1,NaN,NaN,0.00209145,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00117078
89.9081,3900.1,3746.75,293772,293772,293772,1,NaN,NaN,0.00209471,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00117238
92.3864,3897.6,3744.76,292346,292346,292346,1,NaN,NaN,0.00209797,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00117399
94.8768,3895.1,3742.77,290926,290926,290926,1,NaN,NaN,0.00210125,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0011756
97.3794,3892.6,3740.78,289513,289513,289513,1,NaN,NaN,0.00210453,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00117721
99.8941,3890.11,3738.79,288106,288106,288106,1,NaN,NaN,0.00210781,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00117883
102.421,3887.61,3736.79,286706,286706,286706,1,NaN,NaN,0.00211111,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00118045
104.961,3885.11,3734.79,285312,285312,285312,1,NaN,NaN,0.00211441,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00118208
107.512,3882.61,3732.79,283924,283924,283924,1,NaN,NaN,0.00211772,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00118372
110.077,3880.12,3730.79,282543,282543,282543,1,NaN,NaN,0.00212104,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00118535
112.654,3877.62,3728.79,281167,281167,281167,1,NaN,NaN,0.00212436,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.001187
115.243,3875.12,3726.79,279798,279798,279798,1,NaN,NaN,0.0021277,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00118865
117.845,3872.62,3724.78,278436,278436,278436,1,NaN,NaN,0.00213104,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0011903
120.46,3870.13,3722.78,277079,277079,277079,1,NaN,NaN,0.00213438,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00119196
123.088,3867.63,3720.77,275729,275729,275729,1,NaN,NaN,0.00213774,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00119363
125.728,3865.13,3718.76,274384,274384,274384,1,NaN,NaN,0.0021411,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0011953
128.382,3862.63,3716.75,273046,273046,273046,1,NaN,NaN,0.00214447,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00119697
131.048,3860.14,3714.73,271714,271714,271714,1,NaN,NaN,0.00214784,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00119865
133.728,3857.64,3712.72,270388,270388,270388,1,NaN,NaN,0.00215123,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120034
136.42,3855.14,3710.7,269068,269068,269068,1,NaN,NaN,0.00215462,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120203
139.126,3852.64,3708.69,267755,267755,267755,1,NaN,NaN,0.00215802,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120373
141.845,3850.14,3706.67,266447,266447,266447,1,NaN,NaN,0.00216142,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120543
144.578,3847.65,3704.65,265145,265145,265145,1,NaN,NaN,0.00216484,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120714
147.324,3845.15,3702.63,263849,263849,263849,1,NaN,NaN,0.00216826,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00120885
150.083,3842.65,3700.6,262559,262559,262559,1,NaN,NaN,0.00217169,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00121057
152.856,3840.15,3698.58,261275,261275,261275,1,NaN,NaN,0.00217513,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00121229
